transaction_id,date,province,city,category,store_type,payment_method,sales_amount,quantity,discount_percentage,customer_rating,longitude,latitude
TRX00518,2024-10-19,Provinsi Nusa Tenggara Timur,Kabupaten Sumba Barat,Electronics,Online,Cash,1655677,4,38.4,4.4,119.3947135,-9.6548326
TRX00519,2024-05-07,Provinsi Bengkulu,Kabupaten Rokan Hulu,Food & Beverage,Hybrid,Digital Wallet,206308,2,5.9,3.7,100.439656,1.0410934
TRX00520,2024-03-11,Provinsi Jawa Barat,Kota Pekalongan,Electronics,Hybrid,Digital Wallet,736737,3,11.3,4.2,109.669998,-6.882887
TRX00521,2024-06-04,Provinsi Sumatera Utara,Kabupaten Kulon Progo,Food & Beverage,Online,Bank Transfer,388815,2,2,4.3,110.1640846,-7.8266798
TRX00522,2024-08-16,Provinsi Nusa Tenggara Barat,Kabupaten Bolaang Mongondow Utara,Food & Beverage,Offline,Digital Wallet,668024,2,1,3.5,123.5280072,0.818691
TRX00523,2024-02-28,Provinsi Kalimantan Timur,Kota Salatiga,Food & Beverage,Online,Credit Card,2054901,3,22.2,4.6,110.4729,-7.302328
TRX00524,2024-10-13,Provinsi DKI Jakarta,Kabupaten Bangkalan,Electronics,Offline,Digital Wallet,903593,0,20.5,4.7,112.7450068,-7.0306912
TRX00525,2024-07-28,Provinsi Sumatera Utara,Kabupaten Aceh Barat Daya,Fashion,Offline,Credit Card,290891,3,15.2,4.3,97.3368031,3.0512643
TRX00526,2024-10-02,Provinsi Sulawesi Tengah,Kabupaten Mamasa,Electronics,Hybrid,Bank Transfer,384687,2,36.7,3.6,119.368202,-2.960135
TRX00527,2024-07-19,Provinsi Sulawesi Tengah,Kabupaten Tulangbawang,Health & Beauty,Hybrid,Cash,210871,2,45.9,3.5,105.5005483,-4.3176576
TRX00528,2024-03-19,Provinsi Bali,Kabupaten Nduga,Fashion,Hybrid,Digital Wallet,499082,5,40.4,3.4,138.2393528,-4.4069496
TRX00529,2024-06-21,Provinsi Kalimantan Selatan,Kabupaten Karanganyar,Food & Beverage,Online,Cash,331288,4,17.4,4,110.9508333,-7.5961111
TRX00530,2024-12-15,Provinsi Jawa Tengah,Kabupaten Yahukimo,Electronics,Online,Digital Wallet,1204907,2,19.6,4.1,139.5279996,-4.4939717
TRX00531,2024-05-09,Provinsi Kalimantan Selatan,Kabupaten Sumba Tengah,Fashion,Online,Bank Transfer,333572,2,25.1,4.4,119.6962677,-9.4879226
TRX00532,2024-12-22,Provinsi Sulawesi Tengah,Kabupaten Sijunjung,Food & Beverage,Offline,Cash,1110871,7,2.1,4.6,100.997658,-0.6881586
TRX00533,2024-12-15,Provinsi Kepulauan Bangka Belitung,Kota Padangsidimpuan,Food & Beverage,Offline,Digital Wallet,1122502,2,8.3,3.9,99.273972,1.380424
TRX00534,2024-02-02,Provinsi Sulawesi Utara,Kabupaten Purworejo,Food & Beverage,Offline,Digital Wallet,353278,4,35.5,4.8,110.008003,-7.709731
TRX00535,2024-04-30,Provinsi Jawa Barat,Kabupaten Anambas,Food & Beverage,Online,Credit Card,2273502,2,24.1,4,105.6537231,3.1055459
TRX00536,2024-11-23,Provinsi Jawa Timur,Kota Sawah Lunto,Electronics,Online,Cash,560881,2,6.1,3.4,100.7763604,-0.6810286
TRX00537,2024-08-11,Provinsi Jawa Timur,Kabupaten Nagan Raya,Electronics,Online,Cash,284225,2,28.7,4.6,96.4929797,4.1248406
TRX00538,2024-11-21,Provinsi Sulawesi Tengah,Kabupaten Tanjung Jabung Timur,Fashion,Hybrid,Digital Wallet,588151,6,12.2,4.5,103.89973,-1.3291599
TRX00539,2024-07-28,Provinsi Jambi,Kota Mojokerto,Food & Beverage,Offline,Cash,202679,3,20.2,4.3,112.4336111,-7.4722222
TRX00540,2024-11-15,Provinsi DI Yogyakarta,Kabupaten Pacitan,Home & Living,Offline,Digital Wallet,1046889,5,21,4.4,111.08769,-8.204614
TRX00541,2024-04-28,Provinsi Bali,Kabupaten Minahasa,Health & Beauty,Online,Bank Transfer,223055,3,15.8,4.9,124.5833333,1
TRX00542,2024-02-02,Provinsi Sumatera Utara,Kota Sabang,Food & Beverage,Online,Cash,1989379,2,17.3,4,95.3192982,5.8946929
TRX00543,2024-09-12,Provinsi Sulawesi Utara,Kabupaten Lingga,Fashion,Online,Cash,68606,2,17.8,4.7,104.6354631,-0.1627686
TRX00544,2024-06-25,Provinsi DKI Jakarta,Kabupaten Nabire,Home & Living,Offline,Cash,179491,4,32.3,3.9,135.7520985,-3.5095462
TRX00545,2024-07-11,Provinsi Papua,Kabupaten Nias Barat,Fashion,Online,Cash,389257,4,40.6,4.9,97.5247243,1.1255279
TRX00546,2024-02-13,Provinsi Bengkulu,Kabupaten Takalar,Food & Beverage,Hybrid,Digital Wallet,270937,5,30,4.1,119.4875668,-5.4162493
TRX00547,2024-08-04,Provinsi Jawa Timur,Kota Semarang,Fashion,Online,Bank Transfer,2099659,0,31.5,4.1,110.4166667,-6.9666667
TRX00548,2024-02-28,Provinsi Sulawesi Selatan,Kabupaten Blitar,Food & Beverage,Online,Cash,513967,1,25.5,4.5,112.162762,-8.1014419
TRX00549,2024-06-08,Provinsi Kalimantan Timur,Kabupaten Wajo,Health & Beauty,Online,Digital Wallet,778516,3,36.6,4.5,120.0665236,-4.022229
TRX00550,2024-09-06,Provinsi DKI Jakarta,Kabupaten Pakpak Bharat,Electronics,Online,Bank Transfer,1107604,3,18,4.9,98.299838,2.545786
TRX00551,2024-02-26,Provinsi Sulawesi Tengah,Kabupaten Serdang Bedagai,Electronics,Offline,Digital Wallet,636168,5,34,4.4,99.0571089,3.3371694
TRX00552,2024-01-21,Provinsi Kepulauan Riau,Kabupaten Luwu,Food & Beverage,Hybrid,Cash,1427379,3,17,4.7,120.2512728,-3.3052214
TRX00553,2024-01-12,Provinsi Gorontalo,Kabupaten Lombok Barat,Fashion,Online,Bank Transfer,847509,4,20.4,4.5,116.1123078,-8.6464599
TRX00554,2024-07-16,Provinsi Sumatera Selatan,Kota Magelang,Fashion,Offline,Credit Card,1097510,1,10.7,4,110.213799,-7.481253
TRX00555,2024-04-25,Provinsi Jawa Barat,Kabupaten Sumba Timur,Food & Beverage,Online,Bank Transfer,123542,7,15.5,4.8,120.3435506,-9.9802103
TRX00556,2024-03-12,Provinsi Nusa Tenggara Timur,Kabupaten Musi Rawas,Food & Beverage,Offline,Cash,177020,7,3.1,3.7,102.989615,-2.8625305
TRX00557,2024-09-11,Provinsi Lampung,Kota Bau-Bau,Food & Beverage,Online,Cash,58920,2,19,4.7,122.633,-5.46667
TRX00558,2024-08-07,Provinsi Gorontalo,Kabupaten Musi Rawas,Fashion,Online,Digital Wallet,423821,3,17,3.8,102.989615,-2.8625305
TRX00559,2024-02-06,Provinsi Sumatera Utara,Kabupaten Katingan,Food & Beverage,Offline,Digital Wallet,2285503,1,18.1,4.7,112.8105512,-0.9758379
TRX00560,2024-11-19,Provinsi Jawa Tengah,Kabupaten Bengkulu Selatan,Fashion,Online,Digital Wallet,205240,2,21.9,4.1,103.035694,-4.3248409
TRX00561,2024-09-29,Provinsi Nusa Tenggara Timur,Kabupaten Lembata,Home & Living,Online,Bank Transfer,748184,3,2.3,4.2,123.4831906,-8.4719075
TRX00562,2024-03-23,Provinsi Maluku Utara,Kabupaten Fakfak,Fashion,Online,Bank Transfer,848560,4,10.6,5.2,132.2658282,-2.885237
TRX00563,2024-05-12,Provinsi DKI Jakarta,Kabupaten Lampung Timur,Fashion,Online,Cash,693056,0,39.1,3.8,105.6881788,-5.1134995
TRX00564,2024-05-09,Provinsi DKI Jakarta,Kota Medan,Food & Beverage,Hybrid,Digital Wallet,410905,5,13.9,4.7,98.6755979,3.585242
TRX00565,2024-03-26,Provinsi Sulawesi Barat,Kabupaten Boyolali,Food & Beverage,Hybrid,Digital Wallet,294253,5,37.1,3.9,110.595901,-7.523819
TRX00566,2024-04-28,Provinsi Papua,Kabupaten Bolang Mongondow Timur,Food & Beverage,Offline,Digital Wallet,288824,4,16.8,4.2,124.4641848,0.7152651
TRX00567,2024-09-16,Provinsi Sulawesi Tenggara,Kota Padangsidimpuan,Home & Living,Offline,Bank Transfer,555594,1,12.1,4.1,99.273972,1.380424
TRX00568,2023-12-31,Provinsi Sulawesi Tengah,Kota Blitar,Health & Beauty,Hybrid,Cash,2002644,5,6.6,5.2,112.15,-8.1
TRX00569,2024-11-14,Provinsi Lampung,Kota Jakarta Selatan,Health & Beauty,Offline,Credit Card,246923,4,8.4,4.8,106.807915,-6.332973
TRX00570,2024-09-19,Provinsi Papua,Kabupaten Paser,Food & Beverage,Hybrid,Digital Wallet,483016,0,15,4.2,115.9467997,-1.7175266
TRX00571,2024-03-15,Provinsi Gorontalo,Kabupaten Anambas,Food & Beverage,Offline,Digital Wallet,602961,2,19.4,4.3,105.6537231,3.1055459
TRX00572,2024-08-14,Provinsi Lampung,Kota Yogyakarta,Fashion,Online,Cash,1204715,3,29.2,4.2,110.368797,-7.797224
TRX00573,2024-06-07,Provinsi Banten,Kabupaten Kutai Timur,Fashion,Offline,Bank Transfer,433225,0,18.9,3.5,116.9852422,0.9433774
TRX00574,2024-09-03,Provinsi Kepulauan Riau,Kota Kotamobagu,Electronics,Online,Cash,1033083,2,47,3.4,124.3166667,0.7333333
TRX00575,2024-03-19,Provinsi Jawa Timur,Kabupaten Cirebon,Electronics,Hybrid,Cash,122224,3,6.5,4.1,108.564003,-6.715534
TRX00576,2024-04-23,Provinsi Sulawesi Utara,Kabupaten Kulon Progo,Food & Beverage,Hybrid,Cash,1119889,2,30.1,4.1,110.1640846,-7.8266798
TRX00577,2024-03-03,Provinsi Gorontalo,Kabupaten Bulungan,Fashion,Online,Cash,601217,1,38.4,3.8,116.9852422,2.9042476
TRX00578,2024-09-08,Provinsi Sumatera Utara,Kabupaten Maluku Barat Daya,Food & Beverage,Online,Credit Card,182535,5,29.1,3.8,126.3498097,-7.7851588
TRX00579,2024-03-13,Provinsi Nusa Tenggara Barat,Kota Depok,Electronics,Offline,Cash,53103,5,18.1,4.2,106.83,-6.39
TRX00580,2024-09-12,Provinsi DKI Jakarta,Kabupaten Kaur,Health & Beauty,Offline,Digital Wallet,378891,2,13.3,5.1,103.4511768,-4.6792278
TRX00581,2024-02-28,Provinsi Sumatera Utara,Kabupaten Bungo,Health & Beauty,Hybrid,Bank Transfer,1065763,0,5.4,4,101.8891721,-1.6401338
TRX00582,2024-12-21,Provinsi Nusa Tenggara Timur,Kabupaten Barito Timur,Health & Beauty,Online,Credit Card,751176,2,4.6,4.8,115.188916,-2.0123999
TRX00583,2024-08-17,Provinsi Sumatera Utara,Kabupaten Labuhanbatu Utara,Fashion,Online,Cash,379335,3,33.2,4.1,99.8124935,2.3465638
TRX00584,2024-09-18,Provinsi Kalimantan Timur,Kota Depok,Fashion,Hybrid,Digital Wallet,574012,3,15.5,4.4,106.83,-6.39
TRX00585,2024-05-05,Provinsi Jambi,Kabupaten Wajo,Fashion,Hybrid,Digital Wallet,638151,1,4.8,5.3,120.0665236,-4.022229
TRX00586,2024-05-08,Provinsi Sumatera Selatan,Kota Jayapura,Health & Beauty,Offline,Cash,257282,3,29.2,4.3,140.717,-2.533
TRX00587,2024-06-01,Provinsi Bali,Kabupaten Bengkalis,Electronics,Online,Bank Transfer,576595,5,35.3,3.9,102.0797222,1.4897222
TRX00588,2024-04-17,Provinsi Sulawesi Tenggara,Kabupaten Banyumas,Fashion,Online,Digital Wallet,610851,6,2,3.3,109.140438,-7.4832133
TRX00589,2024-02-07,Provinsi Jawa Barat,Kabupaten Blitar,Fashion,Hybrid,Credit Card,265006,2,47.1,3.9,112.162762,-8.1014419
TRX00590,2024-02-25,Provinsi Jawa Timur,Kota Pekalongan,Electronics,Offline,Digital Wallet,665661,2,6.3,4.7,109.669998,-6.882887
TRX00591,2024-01-11,Provinsi DI Yogyakarta,Kabupaten Situbondo,Electronics,Online,Credit Card,744822,5,10.1,4,113.955605,-7.702534
TRX00592,2024-08-08,Provinsi Sumatera Utara,Kabupaten Brebes,Fashion,Online,Credit Card,924182,5,23.4,4.6,109.05,-6.8833333
TRX00593,2024-03-30,Provinsi Banten,Kabupaten Bombana,Fashion,Online,Digital Wallet,1111684,2,26.2,4.1,121.9017954,-4.6543462
TRX00594,2024-04-30,Provinsi Jawa Timur,Kabupaten Tojo Una-Una,Fashion,Offline,Cash,822950,3,6.9,3.5,121.5370003,-1.098757
TRX00595,2024-07-30,Provinsi Kepulauan Riau,Kota Pontianak,Electronics,Hybrid,Bank Transfer,738030,3,11.8,3.3,109.330307,-0.022523
TRX00596,2024-06-20,Provinsi Sulawesi Utara,Kabupaten Lingga,Electronics,Online,Bank Transfer,496287,2,39,3.7,104.6354631,-0.1627686
TRX00597,2024-08-01,Provinsi Sulawesi Tenggara,Kabupaten Buton,Food & Beverage,Hybrid,Credit Card,855209,6,51.7,4.2,122.9888319,-5.3096355
TRX00598,2024-11-11,Provinsi Sumatera Barat,Kota Sorong,Fashion,Online,Bank Transfer,153445,4,10.2,4,131.25,-0.8666667
TRX00599,2024-03-22,Provinsi Maluku,Kabupaten Konawe Selatan,Fashion,Offline,Credit Card,1050325,2,15.7,3.8,122.4467238,-4.2027915
TRX00600,2024-04-23,Provinsi Banten,Kabupaten Halmahera Barat,Food & Beverage,Offline,Credit Card,319794,3,5.8,4.2,128.4849923,1.3121235
TRX00601,2024-11-18,Provinsi Kepulauan Bangka Belitung,Kabupaten Deli Serdang,Fashion,Offline,Cash,5653974,6,26.2,3.7,98.704075,3.4201802
TRX00602,2024-09-23,Provinsi Jawa Tengah,Kabupaten Pamekasan,Food & Beverage,Offline,Bank Transfer,300740,4,19.2,4.7,113.4666667,-7.1666667
TRX00603,2024-10-09,Provinsi Sulawesi Tenggara,Kabupaten Karawang,Food & Beverage,Offline,Digital Wallet,30416,5,15.5,3.9,107.3375791,-6.3227303
TRX00604,2024-08-10,Provinsi Nusa Tenggara Barat,Kabupaten Tambrauw,Home & Living,Offline,Bank Transfer,2153114,5,20.2,4.1,132.3938375,-0.781856
TRX00605,2024-07-07,Provinsi Kepulauan Bangka Belitung,Kabupaten Boalemo,Fashion,Hybrid,Digital Wallet,300045,5,8.9,3.7,122.2653887,0.7013419
TRX00606,2024-11-04,Provinsi Kepulauan Bangka Belitung,Kota Solok,Food & Beverage,Hybrid,Digital Wallet,987855,5,23.8,4.5,100.644402,-0.803027
TRX00607,2024-06-09,Provinsi Jambi,Kabupaten Tolikara,Electronics,Online,Credit Card,684253,0,10.3,4.4,138.4787258,-3.481132
TRX00608,2024-07-27,Provinsi Gorontalo,Kabupaten Jepara,Home & Living,Offline,Digital Wallet,1634181,5,8.1,4,110.6717,-6.5596059
TRX00609,2024-02-10,Provinsi Nusa Tenggara Barat,Kota Pagar Alam,Fashion,Online,Credit Card,221256,3,18.4,3.2,103.265297,-4.03767
TRX00610,2024-11-28,Provinsi Sumatera Selatan,Kabupaten Indramayu,Fashion,Online,Credit Card,166255,1,9.2,4.3,108.325104,-6.336315
TRX00611,2024-03-01,Provinsi Kalimantan Selatan,Kabupaten Barito Selatan,Home & Living,Online,Cash,1583755,1,9.6,4.4,114.8092691,-1.875943
TRX00612,2024-11-07,Provinsi Sulawesi Selatan,Kabupaten Magetan,Home & Living,Online,Bank Transfer,209352,1,29.1,4.4,111.3381593,-7.6493413
TRX00613,2024-03-08,Provinsi Jawa Timur,Kabupaten Sumenep,Home & Living,Hybrid,Cash,117789,4,37.3,4.7,113.9060624,-6.9253999
TRX00614,2023-12-25,Provinsi Sulawesi Tenggara,Kabupaten Halmahera Tengah,Fashion,Hybrid,Bank Transfer,1188628,4,19.9,3.8,128.4849923,1.3121235
TRX00615,2024-09-22,Provinsi Lampung,Kabupaten Rejang Lebong,Home & Living,Online,Credit Card,511489,5,21.4,3.8,102.6675575,-3.4548154
TRX00616,2024-09-08,Provinsi Kalimantan Selatan,Kabupaten Jayapura,Food & Beverage,Online,Cash,5328310,1,10.6,3.6,140.717,-2.533
TRX00617,2024-04-07,Provinsi Sulawesi Tengah,Kabupaten Pohuwato,Fashion,Online,Cash,769849,2,25,4.6,121.7195459,0.7055278
TRX00618,2024-04-12,Provinsi DI Yogyakarta,Kabupaten Manokwari,Fashion,Online,Cash,383559,2,40.6,4,134.0620421,-0.8614531
TRX00619,2024-11-30,Provinsi Lampung,Kota Gorontalo,Food & Beverage,Hybrid,Cash,291605,2,8.6,3.8,123.0666667,0.5333333
TRX00620,2024-03-04,Provinsi Sumatera Barat,Kota Kotamobagu,Food & Beverage,Offline,Credit Card,2943027,4,40.6,4.2,124.3166667,0.7333333
TRX00621,2024-08-08,Provinsi Nusa Tenggara Timur,Kabupaten Kuningan,Fashion,Online,Digital Wallet,162010,1,11.7,4.1,108.4833333,-6.9833333
TRX00622,2024-01-03,Provinsi Maluku Utara,Kabupaten Deiyai,Food & Beverage,Online,Credit Card,1011862,6,27.5,3.9,136.4393054,-4.0974893
TRX00623,2024-07-17,Provinsi Sumatera Selatan,Kota Palangka Raya,Home & Living,Hybrid,Bank Transfer,957442,4,5.5,5.2,113.92,-2.21
TRX00624,2024-11-22,Provinsi Sulawesi Selatan,Kabupaten Dairi,Electronics,Offline,Bank Transfer,307901,4,22.8,3.8,98.265058,2.8675801
TRX00625,2024-02-17,Provinsi Sulawesi Barat,Kabupaten Alor,Fashion,Online,Bank Transfer,2535898,6,49.3,4.8,124.7298765,-8.2754027
TRX00626,2024-04-07,Provinsi Kalimantan Tengah,Kabupaten Bandung Barat,Fashion,Online,Digital Wallet,258509,2,18.8,4.5,107.4321959,-6.8937121
TRX00627,2024-09-19,Provinsi Riau,Kabupaten Melawi,Food & Beverage,Hybrid,Cash,535453,0,4.4,5.1,111.6660725,-0.7000681
TRX00628,2024-07-17,Provinsi Kepulauan Riau,Kota Sibolga,Home & Living,Hybrid,Cash,804494,5,10,4.3,98.7827988,1.7403745
TRX00629,2024-12-21,Provinsi Banten,Kabupaten Jember,Electronics,Offline,Credit Card,5573124,0,8.5,4.2,113.700302,-8.172357
TRX00630,2024-03-21,Provinsi Banten,Kabupaten Sorong Selatan,Food & Beverage,Online,Cash,1010032,1,12,3.9,131.25,-0.8666667
TRX00631,2024-10-10,Provinsi Maluku,Kabupaten Nias Selatan,Electronics,Online,Digital Wallet,3084464,5,8.4,3.6,97.8286368,0.7086091
TRX00632,2024-09-11,Provinsi Kalimantan Tengah,Kabupaten Mimika,Electronics,Online,Bank Transfer,263492,2,23.2,4,137.1362125,-4.4553223
TRX00633,2024-02-29,Provinsi Sulawesi Tenggara,Kabupaten Sijunjung,Fashion,Online,Bank Transfer,95311,5,25.7,3.9,100.997658,-0.6881586
TRX00634,2024-04-21,Provinsi Sumatera Utara,Kabupaten Ogan Komering Ulu,Electronics,Offline,Bank Transfer,1328681,1,15,3.9,104.0072348,-4.0283486
TRX00635,2024-08-11,Provinsi Kepulauan Riau,Kabupaten Tebo,Electronics,Hybrid,Digital Wallet,107138,3,36.1,4.4,102.3463875,-1.2592999
TRX00636,2024-02-14,Provinsi Riau,Kabupaten Aceh Tenggara,Food & Beverage,Hybrid,Credit Card,142647,3,27.8,4,97.6982272,3.3088666
TRX00637,2024-12-14,Provinsi Bengkulu,Kabupaten Merangin,Health & Beauty,Hybrid,Cash,1005616,3,6.2,2.5,101.9804613,-2.1752789
TRX00638,2024-09-28,Provinsi DKI Jakarta,Kabupaten Kampar,Food & Beverage,Online,Credit Card,516362,2,32.3,4.1,101.1617356,0.146671
TRX00639,2024-08-09,Provinsi Sumatera Utara,Kabupaten Rote Ndao,Health & Beauty,Online,Digital Wallet,1273602,2,6.1,4.3,123.1239049,-10.7386421
TRX00640,2024-11-11,Provinsi Jawa Tengah,Kabupaten Jembrana,Home & Living,Online,Digital Wallet,2288747,1,18.7,4.2,114.6418,-8.361852
TRX00641,2024-11-10,Provinsi Papua Barat,Kota Sabang,Fashion,Hybrid,Bank Transfer,1360122,3,16.1,4.3,95.3192982,5.8946929
TRX00642,2024-01-03,Provinsi DKI Jakarta,Kabupaten Lebong,Fashion,Online,Bank Transfer,800243,1,10.2,4,104.382202,-2.992617
TRX00643,2024-03-06,Provinsi Kalimantan Timur,Kabupaten Situbondo,Fashion,Hybrid,Credit Card,948236,2,44,4.7,113.955605,-7.702534
TRX00644,2024-09-04,Provinsi Sumatera Selatan,Kabupaten Sumedang,Electronics,Offline,Cash,631067,2,20.4,4,110.0330554,0.6095949
TRX00645,2024-12-06,Provinsi Jambi,Kabupaten Bangli,Food & Beverage,Online,Credit Card,3013861,7,29.3,4,115.354897,-8.454303
TRX00646,2024-03-20,Provinsi Sulawesi Barat,Kota Surakarta,Fashion,Hybrid,Cash,575348,3,19.3,4.7,110.8166667,-7.5666667
TRX00647,2024-12-02,Provinsi Aceh,Kota Langsa,Food & Beverage,Online,Digital Wallet,1223816,2,9.4,4.8,97.9633333,4.48
TRX00648,2024-01-03,Provinsi Kepulauan Riau,Kabupaten Teluk Wondama,Food & Beverage,Hybrid,Bank Transfer,213251,4,30.6,4,134.3236557,-2.8551699
TRX00649,2024-03-06,Provinsi Sumatera Utara,Kabupaten Donggala,Health & Beauty,Online,Digital Wallet,567833,0,10.2,4.1,119.8352303,-0.4233155
TRX00650,2024-08-22,Provinsi Jawa Tengah,Kabupaten Luwu Utara,Fashion,Hybrid,Bank Transfer,74066,2,36.8,3.8,119.9740534,-2.2690446
TRX00651,2024-06-28,Provinsi Gorontalo,Kabupaten Bener Meriah,Health & Beauty,Online,Bank Transfer,627231,4,25.8,4.3,97.0068393,4.7748348
TRX00652,2024-10-05,Provinsi Jawa Timur,Kabupaten Kediri,Home & Living,Online,Cash,123262,4,27.6,5.1,112.032356,-7.809356
TRX00653,2024-11-17,Provinsi Sumatera Selatan,Kota Serang,Fashion,Offline,Bank Transfer,478048,1,47.6,4.6,106.150299,-6.12009
TRX00654,2024-06-13,Provinsi Jawa Timur,Kabupaten Banyu Asin,Home & Living,Online,Credit Card,429434,6,6.5,4.5,104.7520939,-2.6095639
TRX00655,2024-11-02,Provinsi Kepulauan Riau,Kabupaten Bangka,Food & Beverage,Offline,Digital Wallet,1443180,4,8.7,4.4,106.0640179,-2.2884782
TRX00656,2024-09-28,Provinsi Jawa Barat,Kabupaten Ogan Ilir,Home & Living,Offline,Cash,287250,3,21.2,4.1,104.6121475,-3.426544
TRX00657,2024-10-09,Provinsi Lampung,Kabupaten Indragiri Hilir,Food & Beverage,Offline,Digital Wallet,281015,1,19.1,3.4,102.989615,-0.1456733
TRX00658,2024-08-21,Provinsi Lampung,Kota Bandar Lampung,Food & Beverage,Offline,Bank Transfer,75912,4,7.2,4.6,105.2666667,-5.45
TRX00659,2024-09-14,Provinsi Riau,Kabupaten Wonosobo,Health & Beauty,Hybrid,Credit Card,1015328,2,3.5,4.3,109.899399,-7.362109
TRX00660,2024-02-25,Provinsi Jawa Timur,Kota Padang,Food & Beverage,Online,Cash,1621743,3,13.6,3.9,100.3530556,-0.95
TRX00661,2024-11-15,Provinsi Bali,Kota Prabumulih,Fashion,Online,Bank Transfer,435506,4,36.4,4.9,104.235397,-3.440956
TRX00662,2024-06-12,Provinsi Sulawesi Tenggara,Kabupaten Purworejo,Electronics,Online,Cash,2399038,4,4.2,4.6,110.008003,-7.709731
TRX00663,2024-10-16,Provinsi Sulawesi Tenggara,Kabupaten Temanggung,Food & Beverage,Online,Bank Transfer,362429,2,34.4,4.8,110.174797,-7.316669
TRX00664,2024-05-31,Provinsi Bengkulu,Kabupaten Gorontalo,Fashion,Hybrid,Digital Wallet,200390,5,12.9,4.6,123.0666667,0.5333333
TRX00665,2024-06-07,Provinsi Sulawesi Tenggara,Kota Serang,Home & Living,Offline,Cash,686585,0,22,3.8,106.150299,-6.12009
TRX00666,2024-06-06,Provinsi Jawa Tengah,Kota Bekasi,Fashion,Online,Cash,1084495,7,32.7,4.1,107,-6.2333333
TRX00667,2024-01-09,Provinsi Lampung,Kabupaten Mamuju,Food & Beverage,Online,Credit Card,122617,1,22.2,3.2,118.9295737,-2.7293364
TRX00668,2024-08-08,Provinsi Sulawesi Tengah,Kota Palangka Raya,Fashion,Online,Bank Transfer,106373,2,11.1,4.1,113.92,-2.21
TRX00669,2024-12-22,Provinsi Sulawesi Selatan,Kabupaten Mappi,Home & Living,Hybrid,Digital Wallet,571923,1,34.7,3.3,139.396393,-7.102232
TRX00670,2024-03-11,Provinsi Bali,Kabupaten Padang Pariaman,Food & Beverage,Online,Bank Transfer,882731,5,38.1,4.3,100.2151578,-0.5546757
TRX00671,2024-08-06,Provinsi Jawa Barat,Kabupaten Merauke,Health & Beauty,Online,Credit Card,52358,6,24.8,4.3,140.3945527,-8.4960406
TRX00672,2024-11-09,Provinsi Banten,Kabupaten Bangka Barat,Electronics,Offline,Bank Transfer,99127,1,8.9,3.9,106.0640179,-2.2884782
TRX00673,2024-11-13,Provinsi Kepulauan Riau,Kabupaten Nduga,Fashion,Online,Digital Wallet,742747,3,22.1,4.2,138.2393528,-4.4069496
TRX00674,2024-04-11,Provinsi Jambi,Kabupaten Banjar,Food & Beverage,Hybrid,Credit Card,1327854,3,3.5,3.4,108.5333333,-7.3666667
TRX00675,2024-11-02,Provinsi Sumatera Selatan,Kabupaten Toba Samosir,Health & Beauty,Hybrid,Cash,373027,5,44.7,4.4,99.2785583,2.3502398
TRX00676,2024-08-22,Provinsi Kalimantan Tengah,Kabupaten Nias Utara,Food & Beverage,Hybrid,Cash,1813488,1,29,5.2,97.5247243,1.1255279
TRX00677,2024-09-13,Provinsi Bali,Kabupaten Ogan Komering Ulu Selatan,Electronics,Offline,Bank Transfer,295538,3,33.3,4.5,104.0072348,-4.6681951
TRX00678,2024-01-15,Provinsi Sulawesi Selatan,Kota Sibolga,Food & Beverage,Hybrid,Cash,462150,5,22.6,5.1,98.7827988,1.7403745
TRX00679,2024-09-29,Provinsi Maluku Utara,Kabupaten Maluku Barat Daya,Food & Beverage,Online,Digital Wallet,2105541,2,1.4,4.1,126.3498097,-7.7851588
TRX00680,2024-04-13,Provinsi Jawa Barat,Kabupaten Landak,Health & Beauty,Online,Digital Wallet,503220,2,12.1,4.1,109.7591675,0.4237287
TRX00681,2024-03-25,Provinsi Sulawesi Barat,Kabupaten Nduga,Electronics,Online,Digital Wallet,560292,5,39.2,4.8,138.2393528,-4.4069496
TRX00682,2024-09-25,Provinsi Sulawesi Utara,Kota Bengkulu,Electronics,Offline,Bank Transfer,222008,2,16.1,4.5,102.2591667,-3.7955556
TRX00683,2024-04-20,Provinsi Lampung,Kabupaten Seruyan,Food & Beverage,Online,Bank Transfer,583822,1,36.5,4.6,112.4291464,-3.0123467
TRX00684,2024-02-09,Provinsi Aceh,Kota Mojokerto,Food & Beverage,Offline,Credit Card,286666,2,8.9,4.1,112.4336111,-7.4722222
TRX00685,2024-08-27,Provinsi Kalimantan Timur,Kabupaten Parigi Moutong,Food & Beverage,Online,Cash,90301,6,24.3,4.2,120.8039474,0.5817607
TRX00686,2024-04-06,Provinsi Kepulauan Riau,Kota Mojokerto,Fashion,Hybrid,Digital Wallet,206871,5,12.8,4.3,112.4336111,-7.4722222
TRX00687,2024-06-11,Provinsi Gorontalo,Kabupaten Kepulauan Aru,Home & Living,Hybrid,Bank Transfer,430065,5,11.7,4.2,134.5501935,-6.1946502
TRX00688,2024-06-24,Provinsi Kalimantan Timur,Kabupaten Kepulauan Aru,Food & Beverage,Online,Bank Transfer,643046,0,17.3,4.6,134.5501935,-6.1946502
TRX00689,2023-12-27,Provinsi Jawa Timur,Kabupaten Karanganyar,Fashion,Online,Digital Wallet,1588620,3,22.8,4,110.9508333,-7.5961111
